客户ID,年龄,性别,收入,推广渠道,活动类型,广告消耗,点击率,转化率,网站访问量,人均页面浏览量,网站停留时间,社交分享量,邮件打开量,邮件点击量,历史购买次数,会员积分,广告平台,广告工具,是否转化,投放日期
15205,40,Male,60376.0,Referral,Retention,4809.92,0.09,0.14,30,4.43,7.06,95,0,5,9,3236,IsConfid,ToolConfid,1,2023-06-06
15206,60,Female,113140.0,PPC,Retention,3424.93,0.22,0.18,9,8.98,2.67,83,7,3,0,3653,IsConfid,ToolConfid,1,2023-09-11
15207,60,Male,130713.0,Social Media,Conversion,2899.53,0.22,0.19,9,5.69,9.35,14,19,0,8,1899,IsConfid,ToolConfid,1,2023-02-05
15208,40,Female,136128.0,Email,Consideration,6825.62,0.29,0.18,27,9.76,9.57,65,5,6,8,1905,IsConfid,ToolConfid,1,2023-05-11
15209,49,Female,85046.0,Referral,Retention,9597.11,0.1,0.14,11,8.62,11.46,29,19,1,9,1512,IsConfid,ToolConfid,1,2023-08-04
15210,47,Female,78742.0,PPC,Consideration,5852.44,0.28,0.14,32,7.64,10.79,75,1,6,0,4894,IsConfid,ToolConfid,1,2023-03-18
15211,30,Female,105566.0,Email,Conversion,9134.01,0.19,0.01,27,6.73,10.47,38,17,0,4,4389,IsConfid,ToolConfid,1,2023-08-31
15212,60,Female,97125.0,Referral,Consideration,240.87,0.15,0.08,17,8.52,11.01,63,2,8,3,1301,IsConfid,ToolConfid,1,2023-01-25
15213,35,Female,107519.0,PPC,Retention,7965.26,0.2,0.18,27,8.94,12.38,56,19,9,9,4308,IsConfid,ToolConfid,1,2023-07-21
15214,40,Female,84875.54,Referral,Awareness,8550.67,0.21,0.14,27,2.2,13.48,62,2,3,3,4565,IsConfid,ToolConfid,1,2023-04-21
15215,32,Female,82146.0,Social Media,Conversion,6227.96,0.06,0.1,42,4.24,0.55,6,18,8,1,3756,IsConfid,ToolConfid,1,2023-03-29
15216,50,Female,47618.0,Email,Retention,9347.2,0.23,0.03,38,8.25,10.16,85,5,2,4,1186,IsConfid,ToolConfid,1,2023-11-24
15217,38,Female,84875.54,Email,Retention,5940.14,0.22,0.06,13,2.99,14.15,71,10,1,1,3707,IsConfid,ToolConfid,1,2023-04-24
15218,56,Female,29705.0,Social Media,Conversion,2481.32,0.3,0.12,7,6.28,11.49,86,12,4,2,3420,IsConfid,ToolConfid,1,2023-02-04
15219,40,Male,77146.0,Referral,Conversion,2235.6,0.27,0.11,29,8.02,1.68,22,5,2,7,3863,IsConfid,ToolConfid,1,2023-08-12
15220,44,Female,108216.0,SEO,Awareness,6227.96,0.21,0.03,35,3.02,11.18,75,17,5,8,189,IsConfid,ToolConfid,1,2023-08-24
15221,62,Male,84875.54,Social Media,Awareness,9074.19,0.22,0.04,2,4.62,4.16,5,14,3,8,4368,IsConfid,ToolConfid,1,2023-08-06
15222,61,Male,71750.0,SEO,Awareness,816.44,0.28,0.13,9,9.24,3.17,57,13,3,6,995,IsConfid,ToolConfid,1,2023-01-17
15223,35,Male,110956.0,Referral,Retention,6083.47,0.29,0.07,8,4.2,3.45,13,13,9,3,2111,IsConfid,ToolConfid,1,2023-10-09
15224,41,Female,64379.0,PPC,Consideration,7721.05,0.25,0.04,46,6.44,14.6,27,0,4,8,1558,IsConfid,ToolConfid,1,2023-12-29
15225,42,Female,72682.0,PPC,Retention,1242.48,0.23,0.11,39,4.9,10.06,4,16,5,0,4681,IsConfid,ToolConfid,1,2023-11-24
15226,64,Female,84713.0,Referral,Awareness,1256.02,0.04,0.1,12,8.89,14.68,67,13,9,1,3804,IsConfid,ToolConfid,1,2023-07-27
15227,57,Female,125894.0,SEO,Conversion,3724.67,0.25,0.12,21,4.82,12.78,55,12,9,9,4506,IsConfid,ToolConfid,1,2023-09-09
15228,42,Female,137015.0,Social Media,Consideration,2811.42,0.08,0.18,23,4.23,13.91,24,9,9,4,1427,IsConfid,ToolConfid,1,2023-09-09
15229,59,Female,124869.0,Referral,Consideration,2063.31,0.17,0.11,6,2.56,8.55,26,5,5,4,2699,IsConfid,ToolConfid,1,2023-02-02
15230,24,Female,76919.0,Referral,Retention,2067.07,0.13,0.14,12,4.14,5.56,59,0,6,4,3237,IsConfid,ToolConfid,1,2023-02-25
15231,42,Female,80384.0,PPC,Conversion,1393.62,0.11,0.04,5,7.03,11.21,3,4,6,7,2361,IsConfid,ToolConfid,1,2023-04-06
15232,65,Male,71128.0,Social Media,Consideration,6227.96,0.1,0.15,9,2.58,0.76,28,15,3,9,453,IsConfid,ToolConfid,0,2023-02-17
15233,37,Female,84875.54,Referral,Conversion,6912.44,0.26,0.13,10,7.35,9.83,90,19,5,1,4845,IsConfid,ToolConfid,1,2023-09-06
15234,44,Female,41283.0,SEO,Retention,7059.07,0.23,0.05,28,1.1,14.37,6,15,3,9,3265,IsConfid,ToolConfid,1,2023-07-08
15235,23,Female,69506.0,SEO,Retention,5370.3,0.16,0.14,15,4.3,12.77,31,7,1,8,2175,IsConfid,ToolConfid,1,2023-08-06
15236,44,Female,128101.0,Email,Awareness,9533.77,0.2,0.05,19,5.19,3.25,19,16,7,4,1475,IsConfid,ToolConfid,1,2023-02-20
15237,26,Female,73625.0,Referral,Awareness,8817.27,0.3,0.12,20,1.87,2.36,63,17,0,6,3165,IsConfid,ToolConfid,1,2023-09-01
15238,62,Female,55963.0,Social Media,Awareness,9580.55,0.13,0.14,28,7.16,12.48,42,17,4,8,769,IsConfid,ToolConfid,1,2023-09-23
15239,48,Female,145007.0,Social Media,Consideration,3949.08,0.17,0.22,13,1.92,1.27,99,8,2,4,3064,IsConfid,ToolConfid,1,2023-08-15
15240,38,Female,132172.0,Referral,Conversion,8790.05,0.16,0.18,40,1.81,14.93,29,5,5,3,445,IsConfid,ToolConfid,1,2023-10-01
15241,43,Male,29179.0,PPC,Consideration,7652.46,0.28,0.19,15,4.31,7.28,59,9,7,8,4796,IsConfid,ToolConfid,1,2023-11-28
15242,57,Female,114440.0,Social Media,Conversion,3465.73,0.11,0.16,8,7.64,13.95,92,8,0,7,2719,IsConfid,ToolConfid,1,2023-04-06
15243,65,Female,126649.0,PPC,Retention,1155.27,0.3,0.18,5,9.67,12.26,27,14,9,2,2565,IsConfid,ToolConfid,1,2023-05-17
15244,62,Female,119210.0,Email,Conversion,6857.95,0.1,0.01,37,7.98,10.61,39,19,3,3,3897,IsConfid,ToolConfid,1,2023-02-11
15245,30,Female,31955.0,Referral,Awareness,1450.88,0.04,0.08,28,5.19,3.48,66,13,3,8,4544,IsConfid,ToolConfid,1,2023-07-07
15246,42,Male,134072.0,Email,Consideration,3008.38,0.07,0.11,17,3.45,1.74,90,13,5,0,3158,IsConfid,ToolConfid,0,2023-10-12
15247,40,Male,27198.0,SEO,Awareness,6227.96,0.13,0.19,23,3.71,10.01,84,8,0,6,4725,IsConfid,ToolConfid,1,2023-05-15
15248,37,Female,87156.0,Social Media,Retention,6830.84,0.2,0.08,16,3.55,3.25,36,8,5,9,248,IsConfid,ToolConfid,1,2023-11-30
15249,54,Female,64588.0,Email,Consideration,9269.65,0.16,0.11,35,3.5,12.52,98,0,9,2,2823,IsConfid,ToolConfid,1,2023-04-06
15250,45,Male,31766.0,Email,Consideration,5973.08,1.0,0.11,20,1.62,1.47,58,9,8,9,893,IsConfid,ToolConfid,1,2023-10-03
15251,34,Male,116626.0,PPC,Awareness,6746.99,0.17,0.13,18,2.98,8.1,19,9,0,6,2870,IsConfid,ToolConfid,1,2023-03-07
15252,45,Female,73570.0,PPC,Consideration,3169.14,0.25,0.08,22,1.97,6.62,62,6,2,8,215,IsConfid,ToolConfid,1,2023-09-18
15253,58,Male,126827.0,PPC,Awareness,6904.2,0.17,0.12,26,1.07,13.91,72,4,4,9,1717,IsConfid,ToolConfid,1,2023-10-18
15254,19,Male,89874.0,SEO,Conversion,4434.12,0.22,0.16,10,3.57,13.53,34,17,9,0,4548,IsConfid,ToolConfid,1,2023-01-03
15255,42,Male,68679.0,Email,Retention,8583.62,0.29,0.07,25,4.17,10.94,57,0,1,3,4561,IsConfid,ToolConfid,1,2023-01-10
15256,42,Female,135117.0,Referral,Awareness,3985.26,0.18,0.19,10,9.35,11.45,9,16,2,2,2830,IsConfid,ToolConfid,1,2023-07-08
15257,58,Female,25301.0,PPC,Retention,4735.89,0.01,0.05,42,9.95,10.74,58,17,1,5,3147,IsConfid,ToolConfid,1,2023-09-11
15258,23,Male,35144.0,SEO,Consideration,4382.62,0.09,0.11,21,6.21,10.28,20,19,3,3,3181,IsConfid,ToolConfid,1,2023-01-10
15259,28,Female,33784.0,SEO,Retention,6227.96,0.11,0.02,18,9.11,14.96,42,11,7,4,2506,IsConfid,ToolConfid,1,2023-12-26
15260,55,Male,87959.0,PPC,Retention,9541.62,0.17,0.11,7,6.56,11.17,42,8,8,4,4754,IsConfid,ToolConfid,1,2023-09-07
15261,23,Male,28272.0,Social Media,Retention,3340.04,0.27,0.2,22,5.48,14.21,87,8,7,2,675,IsConfid,ToolConfid,1,2023-10-31
15262,62,Male,21573.0,Email,Consideration,4802.78,0.25,0.13,47,1.38,6.84,0,16,9,6,1310,IsConfid,ToolConfid,1,2023-09-06
15263,28,Male,44419.0,PPC,Conversion,7088.67,0.17,0.12,22,1.4,14.97,45,12,9,5,3677,IsConfid,ToolConfid,1,2023-12-30
15264,31,Male,102339.0,Referral,Conversion,8964.28,0.16,0.14,39,1.28,9.41,30,16,0,8,2487,IsConfid,ToolConfid,1,2023-09-13
15265,19,Male,118770.0,Email,Conversion,4987.64,0.2,0.06,8,2.35,13.62,62,1,8,4,3094,IsConfid,ToolConfid,1,2023-12-17
15266,57,Female,68555.0,SEO,Awareness,1178.05,0.3,0.02,23,1.69,1.82,45,6,4,2,326,IsConfid,ToolConfid,0,2023-02-02
15267,20,Female,25176.0,Referral,Awareness,3749.85,0.02,0.06,11,2.75,9.35,22,15,1,4,20,IsConfid,ToolConfid,0,2023-08-26
15268,52,Female,56161.0,Email,Consideration,5548.58,0.14,0.04,11,5.67,14.9,17,14,8,9,3015,IsConfid,ToolConfid,1,2023-05-16
15269,50,Female,83440.0,Referral,Conversion,4233.49,0.3,0.19,31,5.53,1.47,61,12,1,8,3523,IsConfid,ToolConfid,1,2023-01-03
15270,41,Male,128061.0,SEO,Retention,1946.9,0.29,0.17,1,4.1,14.23,26,12,0,4,2759,IsConfid,ToolConfid,1,2023-05-09
15271,36,Female,78862.0,PPC,Conversion,466.2,0.17,0.07,5,6.99,2.62,43,14,2,6,104,IsConfid,ToolConfid,1,2023-02-04
15272,35,Male,142121.0,Referral,Awareness,6905.35,0.01,0.17,3,4.53,14.94,45,19,5,0,2122,IsConfid,ToolConfid,1,2023-01-29
15273,42,Female,142082.0,PPC,Consideration,9928.1,0.18,0.05,12,2.98,4.69,60,12,2,6,1160,IsConfid,ToolConfid,1,2023-08-26
15274,42,Male,35164.0,SEO,Conversion,9200.15,0.26,0.05,35,7.23,12.01,11,9,5,3,4881,IsConfid,ToolConfid,1,2023-02-27
15275,41,Female,97758.0,SEO,Conversion,6227.96,0.1,0.16,40,9.82,0.9,98,16,2,4,1172,IsConfid,ToolConfid,1,2023-07-04
15276,62,Female,84875.54,Referral,Awareness,8431.15,0.28,0.07,38,8.3,4.66,15,8,9,7,1502,IsConfid,ToolConfid,1,2023-06-23
15277,52,Male,45379.0,Referral,Retention,6227.96,0.11,0.02,37,4.73,9.25,20,9,1,7,3976,IsConfid,ToolConfid,1,2023-09-20
15278,18,Female,111189.0,SEO,Conversion,6262.1,0.19,0.15,17,4.38,3.8,90,14,1,4,1964,IsConfid,ToolConfid,1,2023-12-08
15279,53,Male,103552.0,Referral,Conversion,699.98,0.22,0.2,14,1.35,11.53,99,0,3,1,4705,IsConfid,ToolConfid,1,2023-08-15
15280,42,Female,38368.0,Referral,Conversion,85213.45,0.11,0.12,47,6.91,10.3,63,3,2,5,4500,IsConfid,ToolConfid,1,2023-02-01
15281,62,Female,109041.0,Referral,Conversion,9701.74,0.11,0.06,32,3.0,14.87,12,15,7,5,4822,IsConfid,ToolConfid,0,2023-12-26
15282,42,Male,52771.0,Referral,Conversion,8621.89,0.15,0.08,41,7.15,8.97,49,10,0,0,4267,IsConfid,ToolConfid,1,2023-06-22
15283,42,Male,84950.0,Email,Retention,5390.96,0.25,0.13,29,7.84,11.64,7,5,5,4,547,IsConfid,ToolConfid,0,2023-03-27
15284,51,Male,60245.0,SEO,Retention,7908.53,0.04,0.14,35,8.92,1.58,55,8,5,3,3297,IsConfid,ToolConfid,1,2023-10-24
15285,42,Female,124302.0,SEO,Awareness,9444.6,0.19,0.11,24,5.93,1.12,55,15,4,0,2889,IsConfid,ToolConfid,1,2023-05-11
15286,33,Male,118906.0,Referral,Conversion,2238.57,0.21,0.18,3,8.47,8.93,7,3,9,7,2339,IsConfid,ToolConfid,0,2023-06-28
15287,51,Female,92792.0,PPC,Conversion,7953.26,0.17,0.17,17,7.51,14.79,79,13,7,7,2975,IsConfid,ToolConfid,0,2023-11-15
15288,46,Female,63327.0,Social Media,Consideration,2771.48,0.28,0.13,44,4.18,4.4,86,10,0,1,503,IsConfid,ToolConfid,1,2023-01-01
15289,36,Male,66454.0,Referral,Awareness,8781.78,0.18,0.1,32,1.96,0.52,44,10,4,9,3392,IsConfid,ToolConfid,1,2023-12-21
15290,40,Female,113787.0,Referral,Retention,1073.71,0.19,0.14,19,3.18,5.44,97,2,3,8,4304,IsConfid,ToolConfid,1,2023-12-24
15291,36,Female,143380.0,Email,Conversion,1864.36,0.18,0.11,41,8.6,11.22,23,0,7,2,2091,IsConfid,ToolConfid,0,2023-01-22
15292,42,Male,84875.54,Referral,Awareness,7234.1,0.22,0.05,20,5.81,12.13,20,11,9,2,3272,IsConfid,ToolConfid,1,2023-11-19
15293,33,Female,51977.0,Email,Consideration,1830.3,0.05,0.11,0,6.99,11.83,12,15,1,3,2257,IsConfid,ToolConfid,1,2023-07-01
15294,42,Female,118200.0,Email,Awareness,1664.74,0.27,0.05,33,8.25,1.67,49,7,9,6,2965,IsConfid,ToolConfid,0,2023-06-09
15295,26,Female,26714.0,Email,Conversion,6227.96,0.02,0.18,8,7.0,11.68,50,0,6,1,1994,IsConfid,ToolConfid,0,2023-01-09
15296,18,Male,126680.0,Email,Conversion,8366.37,0.2,0.25,0,8.7,1.68,3,1,1,9,3575,IsConfid,ToolConfid,0,2023-06-13
15297,59,Male,84875.54,Email,Consideration,2757.83,0.19,0.16,46,1.78,14.81,92,11,7,1,1833,IsConfid,ToolConfid,0,2023-06-04
15298,36,Female,34891.0,Email,Consideration,8427.27,0.07,0.08,26,9.13,5.87,59,13,4,8,4046,IsConfid,ToolConfid,0,2023-05-07
15299,50,Female,121555.0,Referral,Consideration,8098.74,0.02,0.16,14,8.31,10.56,67,19,1,3,495,IsConfid,ToolConfid,0,2023-01-11
15300,51,Female,72299.0,SEO,Retention,5833.14,0.17,0.05,23,9.13,7.53,20,16,0,6,2403,IsConfid,ToolConfid,0,2023-03-15
15301,33,Male,85167.0,Email,Awareness,6500.97,0.09,0.16,24,7.58,3.99,33,6,8,8,1931,IsConfid,ToolConfid,1,2023-07-04
15302,61,Female,85124.0,PPC,Awareness,500.37,0.27,0.04,33,3.47,9.36,72,1,1,6,1844,IsConfid,ToolConfid,1,2023-06-17
15303,57,Female,113052.0,Email,Awareness,3734.64,0.17,0.1,43,2.02,0.73,24,12,0,4,985,IsConfid,ToolConfid,1,2023-11-26
15304,35,Male,78639.0,Referral,Retention,2707.61,0.17,0.03,49,2.17,7.82,84,12,6,0,2992,IsConfid,ToolConfid,1,2023-07-06
15305,51,Male,60912.0,Referral,Awareness,6227.96,0.09,0.11,9,5.49,1.07,3,5,5,8,4706,IsConfid,ToolConfid,1,2023-04-02
15306,42,Female,134742.0,Email,Consideration,3957.63,0.27,0.17,29,4.52,8.73,63,11,7,7,1132,IsConfid,ToolConfid,1,2023-01-19
15307,62,Female,95452.0,Email,Awareness,3613.55,0.08,0.15,44,6.89,7.13,79,15,9,4,449,IsConfid,ToolConfid,1,2023-06-24
15308,23,Female,88446.0,Referral,Retention,7316.03,0.3,0.02,40,5.53,13.47,24,2,2,8,1727,IsConfid,ToolConfid,1,2023-01-10
15309,38,Female,103790.0,PPC,Retention,6021.15,0.08,0.1,24,2.13,14.51,39,11,2,7,3478,IsConfid,ToolConfid,1,2023-12-14
15310,23,Female,81516.0,Social Media,Awareness,9139.69,0.22,0.17,2,1.02,9.94,6,15,5,3,2917,IsConfid,ToolConfid,0,2023-08-29
15311,49,Male,84875.54,SEO,Retention,1539.54,0.13,0.13,21,2.15,3.19,44,8,5,1,2537,IsConfid,ToolConfid,1,2023-01-09
15312,58,Female,64250.0,Referral,Retention,691.51,0.05,0.02,39,2.32,8.09,4,12,2,8,3666,IsConfid,ToolConfid,1,2023-08-26
15313,65,Female,56116.0,Email,Awareness,5392.62,0.08,0.07,45,7.48,0.52,39,11,5,8,3841,IsConfid,ToolConfid,0,2023-11-19
15314,60,Female,103521.0,SEO,Retention,110.17,0.21,0.12,23,3.57,11.64,20,14,0,6,502,IsConfid,ToolConfid,1,2023-10-20
15315,56,Male,42151.0,Email,Retention,7898.42,0.11,0.04,26,1.84,1.1,33,3,0,7,4114,IsConfid,ToolConfid,0,2023-12-07
15316,48,Female,145673.0,Social Media,Awareness,5109.13,0.19,0.14,25,7.8,12.21,47,16,4,3,3700,IsConfid,ToolConfid,0,2023-02-17
15317,59,Female,91366.0,Social Media,Consideration,4931.85,0.07,0.13,15,9.46,4.34,21,9,3,9,2630,IsConfid,ToolConfid,0,2023-09-17
15318,27,Male,84875.54,Referral,Consideration,3688.71,0.14,0.05,37,1.9,4.13,90,15,1,3,1348,IsConfid,ToolConfid,1,2023-06-12
15319,47,Male,60888.0,SEO,Retention,3812.24,0.16,0.11,40,9.67,1.8,60,11,2,0,2151,IsConfid,ToolConfid,0,2023-01-19
15320,42,Female,76195.0,SEO,Conversion,4368.22,0.13,0.16,3,9.55,10.44,73,5,0,8,3206,IsConfid,ToolConfid,0,2023-12-02
15321,35,Female,104010.0,Social Media,Conversion,258.72,0.17,0.08,22,5.71,5.81,78,15,5,9,1395,IsConfid,ToolConfid,1,2023-09-22
15322,41,Female,91016.0,Email,Awareness,927.1,0.17,0.06,18,3.66,1.8,2,11,9,8,4873,IsConfid,ToolConfid,1,2023-12-04
15323,42,Female,94979.0,Referral,Awareness,6227.96,0.17,0.14,14,2.24,5.15,76,5,4,4,2539,IsConfid,ToolConfid,0,2023-12-22
15324,26,Male,124674.0,PPC,Consideration,1586.21,0.29,0.02,30,8.41,13.87,89,14,9,6,4713,IsConfid,ToolConfid,1,2023-12-30
15325,48,Female,74334.0,Social Media,Conversion,7809.75,0.24,0.17,23,6.44,1.01,55,3,5,2,1030,IsConfid,ToolConfid,0,2023-12-28
15326,32,Female,118474.0,Social Media,Awareness,2817.4,0.06,0.19,10,6.86,10.2,64,4,5,7,3650,IsConfid,ToolConfid,0,2023-06-20
15327,21,Female,149986.0,Referral,Conversion,1069.21,0.09,0.19,9,8.75,7.76,72,16,1,8,4281,IsConfid,ToolConfid,0,2023-05-08
15328,57,Female,88345.0,Email,Conversion,2428.58,0.03,0.09,7,5.0,9.17,38,3,7,7,1539,IsConfid,ToolConfid,1,2023-01-23
15329,26,Female,59761.0,SEO,Retention,6227.96,0.05,0.13,2,4.31,6.18,25,10,5,4,932,IsConfid,ToolConfid,1,2023-12-26
15330,62,Male,142617.0,Social Media,Retention,449.63,0.08,0.17,18,7.86,7.48,17,18,1,5,68,IsConfid,ToolConfid,0,2023-03-13
15331,26,Male,46930.0,Referral,Conversion,1502.59,0.07,0.11,3,3.67,11.51,71,13,0,2,741,IsConfid,ToolConfid,1,2023-12-17
15332,43,Male,79117.0,Referral,Consideration,3306.08,0.17,0.02,28,3.95,7.51,14,5,8,2,1822,IsConfid,ToolConfid,0,2023-06-26
15333,21,Male,43095.0,Referral,Awareness,3173.76,0.08,0.11,44,4.43,5.96,45,9,3,6,3879,IsConfid,ToolConfid,0,2023-10-06
15334,34,Female,97482.0,SEO,Awareness,8023.83,0.1,0.18,40,8.71,4.5,21,9,9,8,428,IsConfid,ToolConfid,0,2023-12-20
15335,33,Female,23991.0,Social Media,Consideration,8448.23,0.05,0.11,20,8.01,7.03,37,17,7,8,1832,IsConfid,ToolConfid,0,2023-12-05
15336,32,Female,43519.0,Referral,Retention,2014.84,0.09,0.11,44,3.62,8.85,45,16,1,1,3527,IsConfid,ToolConfid,0,2023-01-30
15337,52,Male,46657.0,SEO,Retention,1327.0,0.21,0.14,8,2.29,5.93,3,1,8,6,2207,IsConfid,ToolConfid,1,2023-05-07
15338,42,Female,84875.54,Email,Consideration,6378.21,0.08,0.12,47,4.54,13.56,20,12,7,7,3407,IsConfid,ToolConfid,0,2023-06-01
15339,22,Female,84875.54,PPC,Consideration,8065.77,0.06,0.02,17,6.62,14.94,79,11,1,0,1421,IsConfid,ToolConfid,0,2023-07-28
15340,22,Male,102049.0,Social Media,Retention,9640.86,0.03,0.12,18,7.09,3.46,45,4,8,9,431,IsConfid,ToolConfid,0,2023-04-20
15341,37,Female,84875.54,SEO,Conversion,167.28,0.15,0.13,16,2.8,9.84,88,7,7,3,1635,IsConfid,ToolConfid,0,2023-06-15
15342,32,Female,49846.0,PPC,Retention,4195.41,0.25,0.13,43,3.24,3.49,22,3,1,8,2117,IsConfid,ToolConfid,0,2023-12-24
15343,35,Female,59566.0,PPC,Conversion,7366.48,0.03,0.15,42,9.37,8.35,16,2,5,8,4494,IsConfid,ToolConfid,1,2023-08-21
15344,64,Male,43157.0,SEO,Awareness,8302.74,0.17,0.11,23,4.47,6.2,95,3,4,4,2058,IsConfid,ToolConfid,1,2023-01-21
15345,19,Female,48363.0,SEO,Awareness,716.63,0.2,0.18,48,3.83,4.06,65,8,1,6,3344,IsConfid,ToolConfid,1,2023-11-01
15346,46,Male,70559.0,SEO,Conversion,6838.08,0.18,0.1,5,7.26,5.46,0,7,7,5,2462,IsConfid,ToolConfid,0,2023-03-15
15347,30,Male,25136.0,Referral,Conversion,2960.49,0.26,0.11,30,5.21,2.29,72,10,0,3,1741,IsConfid,ToolConfid,0,2023-03-24
15348,21,Female,77937.0,Email,Retention,838.51,0.26,0.16,26,3.22,1.65,89,14,7,6,2720,IsConfid,ToolConfid,0,2023-10-03
15349,59,Female,37421.0,Referral,Consideration,4942.12,0.03,0.17,46,4.68,7.03,48,10,5,2,513,IsConfid,ToolConfid,0,2023-07-12
15350,62,Female,145008.0,PPC,Conversion,1665.72,0.11,0.13,33,2.3,12.32,34,15,8,0,2749,IsConfid,ToolConfid,1,2023-07-17
15351,27,Female,146158.0,PPC,Awareness,7396.37,0.2,0.03,45,3.52,10.4,59,5,5,1,741,IsConfid,ToolConfid,0,2023-07-24
15352,48,Female,98027.0,PPC,Retention,7438.49,0.29,0.07,26,4.77,9.13,5,14,0,6,1973,IsConfid,ToolConfid,0,2023-04-16
15353,58,Male,27546.0,SEO,Awareness,8436.47,0.24,0.01,26,5.66,6.6,40,13,9,9,548,IsConfid,ToolConfid,0,2023-12-15
15354,25,Female,91439.0,Social Media,Retention,3837.93,0.06,0.07,34,7.67,7.29,72,15,4,3,2265,IsConfid,ToolConfid,1,2023-01-09
15355,20,Male,66623.0,Referral,Consideration,231.77,0.09,0.12,11,4.46,0.81,83,13,6,6,2945,IsConfid,ToolConfid,1,2023-03-27
15356,65,Male,36406.0,Social Media,Consideration,2671.39,0.23,0.16,28,5.91,14.13,48,3,3,7,675,IsConfid,ToolConfid,0,2023-02-04
15357,63,Female,100485.0,Email,Awareness,4731.34,0.15,0.12,5,9.56,5.01,25,9,3,6,2266,IsConfid,ToolConfid,1,2023-04-17
15358,26,Female,29825.0,Email,Conversion,6970.71,0.17,0.22,36,8.36,13.76,33,14,2,4,524,IsConfid,ToolConfid,1,2023-04-20
15359,47,Female,84875.54,Referral,Conversion,3882.2,0.19,0.06,6,3.13,10.89,73,8,7,0,1667,IsConfid,ToolConfid,0,2023-07-12
15360,28,Male,130497.0,PPC,Awareness,5406.88,0.04,0.12,5,2.92,8.64,93,13,4,5,370,IsConfid,ToolConfid,1,2023-07-31
15361,52,Male,147079.0,Email,Conversion,5290.21,0.26,0.11,18,6.96,6.96,3,18,5,6,1575,IsConfid,ToolConfid,1,2023-05-29
15362,54,Male,54173.0,Social Media,Conversion,1733.33,0.0,0.17,13,6.36,5.18,97,12,2,3,4390,IsConfid,ToolConfid,0,2023-04-30
15363,59,Male,127974.0,Social Media,Awareness,6268.19,0.15,0.19,49,5.92,9.76,8,18,0,2,1750,IsConfid,ToolConfid,1,2023-02-24
15364,30,Male,75619.0,SEO,Awareness,4448.59,0.19,0.18,20,2.39,14.57,68,4,7,5,2982,IsConfid,ToolConfid,1,2023-02-15
15365,53,Female,103114.0,PPC,Consideration,8098.4,0.2,0.1,13,4.26,12.16,8,6,7,9,3171,IsConfid,ToolConfid,1,2023-03-26
15366,30,Female,127071.0,SEO,Awareness,6937.05,0.07,0.15,39,7.83,6.17,24,19,6,2,3299,IsConfid,ToolConfid,1,2023-07-13
15367,29,Female,84875.54,Referral,Consideration,1203.54,0.04,0.06,13,7.51,7.49,39,2,6,9,2666,IsConfid,ToolConfid,0,2023-11-01
15368,54,Female,84875.54,Email,Consideration,4938.71,0.02,0.02,31,2.49,7.29,66,6,3,7,1348,IsConfid,ToolConfid,1,2023-04-03
15369,42,Male,81713.0,SEO,Retention,7054.69,0.27,0.02,25,4.84,4.26,24,13,9,4,2680,IsConfid,ToolConfid,0,2023-07-10
15370,26,Female,61411.0,SEO,Conversion,961.42,0.11,0.06,2,4.98,12.79,50,4,5,5,1862,IsConfid,ToolConfid,1,2023-04-02
15371,42,Male,84875.54,Referral,Awareness,7945.72,0.03,0.11,14,5.58,10.55,17,15,5,2,2877,IsConfid,ToolConfid,0,2023-07-03
15372,24,Female,28316.0,Social Media,Conversion,2297.84,0.15,0.17,20,5.15,9.16,58,19,7,0,4909,IsConfid,ToolConfid,0,2023-04-19
15373,19,Female,129950.0,Social Media,Retention,5080.54,0.03,0.1,29,5.52,6.78,74,0,0,0,4662,IsConfid,ToolConfid,1,2023-03-16
15374,40,Female,30556.0,Referral,Awareness,9411.56,0.03,0.16,47,8.32,3.97,86,14,5,4,4474,IsConfid,ToolConfid,1,2023-06-26
15375,56,Male,30058.0,Social Media,Awareness,5756.21,0.15,0.19,46,4.51,9.78,58,11,1,4,1141,IsConfid,ToolConfid,0,2023-02-10
15376,57,Female,124554.0,Referral,Retention,6227.96,0.16,0.2,13,5.97,3.93,33,13,4,0,4031,IsConfid,ToolConfid,1,2023-09-05
15377,56,Male,119987.0,Social Media,Conversion,167.27,0.18,0.19,46,6.46,0.63,52,15,8,5,3369,IsConfid,ToolConfid,1,2023-07-13
15378,38,Male,84875.54,Referral,Consideration,1420.79,0.2,0.15,38,9.48,1.47,97,15,0,8,4430,IsConfid,ToolConfid,0,2023-10-24
15379,40,Male,64494.0,Social Media,Retention,5828.77,0.2,0.09,36,6.89,10.56,46,3,5,3,632,IsConfid,ToolConfid,1,2023-08-10
15380,46,Female,45005.0,SEO,Retention,4988.87,0.17,0.12,40,2.18,5.97,23,1,8,7,1930,IsConfid,ToolConfid,0,2023-02-07
15381,31,Female,104671.0,SEO,Awareness,3701.91,0.2,0.17,47,6.24,3.49,60,6,4,6,1862,IsConfid,ToolConfid,0,2023-05-08
15382,43,Male,109424.0,Social Media,Consideration,9239.84,0.1,0.18,27,6.96,3.95,56,4,4,5,146,IsConfid,ToolConfid,0,2023-11-30
15383,42,Female,52481.0,Referral,Retention,3391.58,0.14,0.19,1,1.09,7.67,65,6,2,1,2566,IsConfid,ToolConfid,1,2023-01-12
